성구분,카테고리명,상품명,CategoryID,ProductID,pink_cossim,blue_cossim,파일명
girl,girl-DIY,[세스] 세스비즈 1000 pcs 야광,C10100020004,L000000528070,-0.0013385315124414068,-0.32908987712201754,C10100020004-L000000528070.png
girl,girl-Doll,New 라바 이어캡-레드,C10100020002,L000001477490,0.41585658179398743,-0.06890046844046234,C10100020002-L000001477490.png
boy,boy-Action,[슐라이히] 말을 탄 그리핀 기사,C10100030002,L000000467876,0.4354157532196995,-0.6293110900586932,C10100030002-L000000467876.png
girl,girl-RolePlay,미판매상품 안내페이지,C10100020001,L000002813426,-0.02132634028655408,-0.1006639088134797,C10100020001-L000002813426.png
boy,boy-RolePlay,베이블레이드초Z 랜덤부스터10,C10100030001,8801198121117,0.2774356772915314,-0.3911139160035462,C10100030001-8801198121117.png
girl,girl-Doll,장난꾸러기 메롱~밀크,C10100020002,8809182323189,0.2980813438258408,-0.5067582833649227,C10100020002-8809182323189.png
boy,boy-RolePlay,베이블레이드초Z 엠퍼러포르네우스,C10100030001,8801198121063,0.13059817855345274,-0.241033704168643,C10100030001-8801198121063.png
girl,girl-Doll,디즈니 엘레나 마술봉,C10100020002,0039897018386,0.3634435160458011,-0.7905279886850695,C10100020002-0039897018386.png
girl,girl-Deco,디즈니 백설공주 드레스 (M),C10100020003,8809319375777,0.44618312982998964,-0.3655530513816315,C10100020003-8809319375777.png
girl,girl-Doll,쁘띠빠띠 봉제인형-빵아지(25cm)/쁘띠빠띠인형/빵아지인형/강아지인형/캐릭터인형,C10100020002,L000002732589,0.4871308742892236,-0.7807515094988072,C10100020002-L000002732589.png
boy,boy-RolePlay,신비2 신비 요술 요요,C10100030001,8809547510742,Error,Error,C10100030001-8809547510742.png
girl,girl-RolePlay,[캐스B]플레이 식사준비세트 + [캐스B]플레이 파스텔과일자르기,C10100020001,L000003257658,-0.06175356430617822,-0.022655739185079207,C10100020001-L000003257658.png
girl,girl-Doll,NICI 니키 러브유 하트 래빗 25cm 댕글링-40186/토끼인형,C10100020002,L000002429997,0.5482281461660654,-0.6699087081718815,C10100020002-L000002429997.png
boy,boy-Action,듀얼무타타레드블레이즈vs윈드갓,C10100030002,8809519930622,0.03219959274036204,-0.06945225604382552,C10100030002-8809519930622.png
girl,girl-DIY,[세스] 세스비즈 세트 고양이,C10100020004,L000000528051,-0.04455525929437994,-0.36836450501226115,C10100020004-L000000528051.png
girl,girl-Deco,소피루비 스티커네일 02펀치라임,C10100020003,8809318327135,0.727105795727745,-0.0410662072177957,C10100020003-8809318327135.png
girl,girl-Doll,영실업 쥬쥬아기새포포가방집,C10100020002,8801198061697,0.46359507996456434,-0.08431757232462536,C10100020002-8801198061697.png
girl,girl-RolePlay,[멜리사앤더그] 3단 케익 자르기,C10100020001,L000000553649,0.6233066864379375,-0.010410931761726373,C10100020001-L000000553649.png
girl,girl-Deco,미미 왕관세트,C10100020003,8804275375304,0.6521019663322144,-0.14960000245624097,C10100020003-8804275375304.png
girl,girl-Deco,페어리루 뷰티네일 바이올렛,C10100020003,8809526490539,-0.1439337578999279,0.4198416150531125,C10100020003-8809526490539.png
boy,boy-Car/Train,시쿠 굼퍼트아폴로 (1444),C10100030004,4006874014446,0.16669375470305417,-0.361874959350263,C10100030004-4006874014446.png
boy,boy-Action,파워탑건,C10100030002,8805796990397,-0.17106326772031097,0.05913346440826443,C10100030002-8805796990397.png
girl,girl-Doll,피기쿠션-대형(62cm),C10100020002,L000001522808,0.5854500682941609,-0.7193470176220503,C10100020002-L000001522808.png
boy,boy-Action,공룡메카드 액션피규어 (스테고),C10100030002,8807633301045,0.15740488522342602,-0.2329486188698443,C10100030002-8807633301045.png
boy,boy-Car/Train,토미카 스즈키허슬러 (75),C10100030004,4904810801177,0.6660252873485905,-0.2941291861617621,C10100030004-4904810801177.png
girl,girl-Doll,미판매상품 안내페이지,C10100020002,8809058382296,0.32879814041005095,-0.12316448825116127,C10100020002-8809058382296.png
girl,girl-Doll,큐비쥬 샤샤 봉제인형-중형(15cm),C10100020002,L000001473868,0.8521485555798214,-0.06814824074310759,C10100020002-L000001473868.png
girl,girl-Doll,[d]리락쿠마인형(브라운)-중형(35cm),C10100020002,L000000529436,0.5610319293703973,-0.6268140790911891,C10100020002-L000000529436.png
boy,boy-Action,[슐라이히] 도끼를 든 그리핀 기사,C10100030002,L000000467878,0.2904052015780139,-0.3589385520196591,C10100030002-L000000467878.png
girl,girl-RolePlay,미판매상품 안내페이지,C10100020001,8809482990869,0.6377742064091534,-0.22793010243554135,C10100020001-8809482990869.png
boy,boy-Figure,[Clearance] 요괴워치 프라모델 로보냥,C10100030005,4543112944849,0.17238845887900756,-0.05914205220197564,C10100030005-4543112944849.png
girl,girl-Doll,미판매상품 안내페이지,C10100020002,L000000517927,0.4949886833971393,-0.6548606857641505,C10100020002-L000000517927.png
girl,girl-Doll,[오지돌스] 미니티피세트,C10100020002,L000002760621,0.6743637591429142,-0.40445779163121953,C10100020002-L000002760621.png
girl,girl-Doll,[멜리사앤더그] 자이언트 T-rex 인형,C10100020002,L000002655197,0.28586188356618414,-0.21651750200075676,C10100020002-L000002655197.png
boy,boy-Car/Train,미판매상품 안내페이지,C10100030004,4891813833178,-0.23079829916080757,0.6644615914926928,C10100030004-4891813833178.png
girl,girl-DIY,컬러룬 색칠풍선 -줄리아,C10100020004,L000002669255,0.6018547746879401,0.21772912031965905,C10100020004-L000002669255.png
boy,boy-Car/Train,토미카 수퍼앰뷸런스(116),C10100030004,4904810785439,0.1541626716571758,0.17308821236658484,C10100030004-4904810785439.png
boy,boy-Car/Train,[시쿠] 엠블런스,C10100030004,L000000467938,0.5037383939332836,-0.2756567421254561,C10100030004-L000000467938.png
girl,girl-Doll,[오지돌스] 테이블매트세트,C10100020002,L000002760609,0.5326635398723003,-0.6236863454904987,C10100020002-L000002760609.png
girl,girl-Doll,핑크퐁 봉제 (소),C10100020002,8804275479033,0.8427525541399328,-0.10275115223284374,C10100020002-8804275479033.png
boy,boy-Car/Train,카즈토미카 아비 (31),C10100030004,4904810891017,0.23904948660777817,-0.42877814522705643,C10100030004-4904810891017.png
boy,boy-Figure,메타코레 포켓몬피카츄,C10100030005,4904810862253,0.1874192959799955,-0.7334915305591296,C10100030005-4904810862253.png
girl,girl-RolePlay,뽀로로리틀타운  미용실,C10100020001,8809061331984,0.39520304722109073,0.14660594140913474,C10100020001-8809061331984.png
boy,boy-Car/Train,드림토미카 캡틴크루저 (209),C10100030004,4904810820086,-0.09141270894559989,0.1577679594484148,C10100030004-4904810820086.png
boy,boy-Car/Train,[시쿠] 사탕무 하비스터,C10100030004,L000000575738,0.25582055121545905,-0.5432436998565743,C10100030004-L000000575738.png
girl,girl-DIY,컬러룬 흔들이 풍선 -돌고래,C10100020004,L000002669271,0.13713868499574633,-0.05011343706156139,C10100020004-L000002669271.png
boy,boy-Control,드론미니 픽시,C10100030003,8809194423143,0.4449356444795523,-0.02078851624651912,C10100030003-8809194423143.png
girl,girl-RolePlay,[세스] 의사 역할 놀이 세트 ver 2,C10100020001,L000000528032,0.021485631731791747,0.038706488830250234,C10100020001-L000000528032.png
girl,girl-RolePlay,[멜리사앤더그] 과일 세트,C10100020001,L000000553782,0.32872594096361796,-0.6203299060939861,C10100020001-L000000553782.png
boy,boy-Figure,원피스 쵸파로봇 슈퍼 5호,C10100030005,4549660105190,0.4384597182912272,-0.11547398545787395,C10100030005-4549660105190.png
boy,boy-Figure,미판매상품 안내페이지,C10100030005,L000002749595,-0.05387560288754729,0.06880914247598252,C10100030005-L000002749595.png
boy,boy-Action,헬로카봇마이크로벨로스터스카,C10100030002,8807633148862,0.30116549857438335,-0.4577861752273464,C10100030002-8807633148862.png
girl,girl-Doll,[d]영아트 황제펭귄인형 핑크-소형(22cm),C10100020002,L000000552444,0.8802509413078603,0.013486801690559947,C10100020002-L000000552444.png
girl,girl-RolePlay,[플랜토이즈] 게임놀이 과일 채소 퍼즐 맞추기 5638,C10100020001,L000002652526,0.47059201363158265,-0.7727436229635624,C10100020001-L000002652526.png
girl,girl-Doll,28880 고양이가구세트,C10100020002,4905040288806,0.16083638564023983,-0.44425533164959496,C10100020002-4905040288806.png
girl,girl-DIY,[멜리사앤더그] 직접 꾸미는 레이싱 카,C10100020004,L000000553562,0.23975338065498256,-0.21277844214465688,C10100020004-L000000553562.png
girl,girl-Doll,포켓몬 XY 피카츄,C10100020002,8809243725280,0.2010622083214309,-0.8557289953246224,C10100020002-8809243725280.png
girl,girl-Doll,베이비펫 인형-달마시안22cm,C10100020002,L000001522002,0.2898082344501628,-0.8346335641039292,C10100020002-L000001522002.png
boy,boy-Action,너프 메가다트리필,C10100030002,0653569865087,0.3923580303314441,-0.07231761187173824,C10100030002-0653569865087.png
girl,girl-Doll,파티팝 팝타스틱 플레이세트,C10100020002,0778988540633,0.2787196012004716,0.33464177372817433,C10100020002-0778988540633.png
boy,boy-Figure,좀비고등학교 사무엘,C10100030005,8809572880070,0.4938279424422949,-0.6380420476609927,C10100030005-8809572880070.png
girl,girl-Doll,원피스테디베어녹음인형-여자곰,C10100020002,L000001462762,0.42974206548497346,-0.6476962974097409,C10100020002-L000001462762.png
boy,boy-Car/Train,(헬로토이) 리틀레이서- 닷지 바이퍼/ 자동차장난감,C10100030004,L000002746407,0.4802314014439082,-0.1075795657041714,C10100030004-L000002746407.png
girl,girl-Doll,[d][NICI]니키 펀 30cm 댕글링-37403,C10100020002,L000000505507,-0.6267191631702882,0.12285073999357882,C10100020002-L000000505507.png
boy,boy-Action,미판매상품 안내페이지,C10100030002,8809398340093,-0.02535498194050102,0.23128926932750246,C10100030002-8809398340093.png
girl,girl-Doll,바비 구체관절 커리어,C10100020002,0887961368178,0.03630303075603698,-0.4980407787252028,C10100020002-0887961368178.png
boy,boy-Figure,미판매상품 안내페이지,C10100030005,4972825206829,0.18591041513710047,-0.1199447713156673,C10100030005-4972825206829.png
girl,girl-Doll,폼지 부츠/루루,C10100020002,0816322019541,0.5326633183036255,0.4711000827579748,C10100020002-0816322019541.png
girl,girl-RolePlay,홈 140조각음식놀이(카트포함),C10100020001,0803516025907,0.17615752832401094,-0.5885781092080833,C10100020001-0803516025907.png
boy,boy-Figure,토미테크 타운에이스왜건1800 (노랑),C10100030005,4543736274889,0.5156687316890679,0.20246423506240796,C10100030005-4543736274889.png
boy,boy-Action,고고다이노 사운드변신비키,C10100030002,8809174678310,0.33410904077811304,-0.23451924442342473,C10100030002-8809174678310.png
boy,boy-Action,[슐라이히] 흑곰,C10100030002,L000000467772,0.4775114041859813,0.13212215684375608,C10100030002-L000000467772.png
boy,boy-Car/Train,디즈니토미카 젤리믹서 (14),C10100030004,4904810449881,0.20805585147533615,0.15920915974498218,C10100030004-4904810449881.png
girl,girl-Doll,지네 R/C,C10100020002,8809407120203,0.39155320729579224,-0.7638408830025023,C10100020002-8809407120203.png
girl,girl-Doll,[뚜시베베] 바스락 꼬리헝겊책 4종세트,C10100020002,L000002772128,0.04151849497289368,-0.141518607725376,C10100020002-L000002772128.png
boy,boy-Car/Train,스핀배틀 서클세트,C10100030004,8809365532964,0.5061024043722192,-0.4463486367910244,C10100030004-8809365532964.png
girl,girl-Doll,워터포니 멜로디스탠드,C10100020002,0630509541867,-0.006345628827511266,0.5815764199196022,C10100020002-0630509541867.png
girl,girl-DIY,컬러룬 콘공주 만들기 -에이미,C10100020004,L000002665640,0.6226094748107542,-0.2166629094031848,C10100020004-L000002665640.png
girl,girl-Deco,인형 헤어끈 (팡요),C10100020003,8809174571642,0.4839018200656478,0.00590782995482062,C10100020003-8809174571642.png
boy,boy-Action,펀코 헐크 (2275),C10100030002,8804097649157,-0.29335833098957687,-0.05389682132792517,C10100030002-8804097649157.png
girl,girl-Doll,실바니안패밀리 실바니안 쵸콜릿토끼쌍둥이&유모차 (5018),C10100020002,8711915022064,0.4465090594111304,-0.06453063732361494,C10100020002-8711915022064.png
girl,girl-Doll,[d]신 롱테디베어 남자곰 네이비-중형(40cm),C10100020002,L000000549372,0.1658069210786553,-0.5694017831435579,C10100020002-L000000549372.png
boy,boy-Control,슈퍼베네노 R/C,C10100030003,6935758700947,0.2236866728275853,0.23586695760793722,C10100030003-6935758700947.png
boy,boy-RolePlay,듀얼무타타화이트오로라페가수스,C10100030001,8809519930608,0.01149828000694278,0.1533595859128502,C10100030001-8809519930608.png
girl,girl-Doll,코코밍 엔젤래미밍,C10100020002,8809482993044,-0.2692140444505655,0.1368662253212679,C10100020002-8809482993044.png
girl,girl-Doll,뉴 공실이 봉제인형-소형(23cm)/아기공룡둘리/둘리인형/공실이인형,C10100020002,L000002537296,0.8808640472858397,-0.11801225641490443,C10100020002-L000002537296.png
girl,girl-DIY,[세스] 세스비즈 1000 pcs 옐로우,C10100020004,L000000528088,0.06396382292400322,-0.33932161018986245,C10100020004-L000000528088.png
boy,boy-Action,스폰지밥 미스테리팩,C10100030002,0065541383364,0.05256792110053435,-0.7457474366674959,C10100030002-0065541383364.png
girl,girl-Doll,미판매상품 안내페이지,C10100020002,0887961060386,0.5800732652361408,0.16553169990372463,C10100020002-0887961060386.png
girl,girl-Doll,리틀미미 가방집,C10100020002,8804275115009,0.6793164494817545,-0.03676372729590547,C10100020002-8804275115009.png
boy,boy-Figure,드래곤볼 슈퍼사이어인 (베지터),C10100030005,4549660176169,0.25691755628636964,-0.6806547841477381,C10100030005-4549660176169.png
girl,girl-DIY,컬러룬 바람개비 모자 -악어,C10100020004,L000002669280,0.35643057339397743,-0.49934945215556675,C10100020004-L000002669280.png
girl,girl-DIY,소피루비 블링블링 피아노,C10100020004,8807633154580,0.570326779400323,-0.1398537662983389,C10100020004-8807633154580.png
girl,girl-Doll,[d]대관령 양떼인형-블루(소형),C10100020002,L000000521185,-0.14963281762193612,0.4687021032070791,C10100020002-L000000521185.png
boy,boy-Action,고고다이노 미니렉스,C10100030002,8809174678235,0.27515151618960076,-0.46805636131500866,C10100030002-8809174678235.png
boy,boy-Car/Train,[시쿠] 스티어 6240 CVT,C10100030004,L000000575735,0.25487961791872543,0.1775034505427679,C10100030004-L000000575735.png
girl,girl-Doll,디즈니프린세스 드림라벨 신데렐라,C10100020002,8809319376699,0.15082754982600433,0.1356555466665271,C10100020002-8809319376699.png
boy,boy-RolePlay,미판매상품 안내페이지,C10100030001,L000000467572,-0.14537684725152802,-0.5466633907114415,C10100030001-L000000467572.png
girl,girl-Deco,디즈니 벨 드레스 (M),C10100020003,8809319375753,0.47241296515182724,-0.5150364552922883,C10100020003-8809319375753.png
boy,boy-Car/Train,패스트레인 스피드웨이,C10100030004,0661732782550,0.251763171451754,-0.2674985125868027,C10100030004-0661732782550.png
boy,boy-Figure,마블 레전드 케이블 피규어,C10100030005,0630509621064,0.4078573628758419,0.06281973816515168,C10100030005-0630509621064.png
girl,girl-Doll,미네코목쿠션 - 브라운,C10100020002,L000001476700,0.4124769064083776,-0.744947480610664,C10100020002-L000001476700.png
boy,boy-RolePlay,듀얼무타타블루헌터드래곤,C10100030001,8809519930578,-0.01806373811333609,0.2387470727116418,C10100030001-8809519930578.png
girl,girl-Deco,헤이지니수성네일공주핑크1호,C10100020003,8809556745616,0.45957725411611483,-0.14608852410027434,C10100020003-8809556745616.png
boy,boy-Action,울트라맨오브 피규어세트,C10100030002,8809482992146,0.11378092149987896,0.2621831142743856,C10100030002-8809482992146.png
girl,girl-DIY,미판매상품 안내페이지,C10100020004,L000002678470,0.251055901307403,-0.29594364214006735,C10100020004-L000002678470.png
girl,girl-RolePlay,[멜리사앤더그] 소방관 역할 놀이 세트,C10100020001,L000000553575,0.49656966993548335,-0.5232892993176865,C10100020001-L000000553575.png
boy,boy-RolePlay,베이블레이드초Z 블러디롱기누스,C10100030001,8801198121100,0.2823692053319071,0.18675374871718126,C10100030001-8801198121100.png
girl,girl-Deco,뷰티아라 스티커네일 02 오로라핫핑크,C10100020003,8806198738242,0.5014871268939652,-0.18484248406943338,C10100020003-8806198738242.png
girl,girl-Deco,뷰티아라 선 쿠션,C10100020003,8806198738372,0.08127553337303801,0.5455696306865763,C10100020003-8806198738372.png
girl,girl-Doll,마이리틀포니 윙팩,C10100020002,0630509255320,0.590436204130999,0.2549170673341203,C10100020002-0630509255320.png
girl,girl-Doll,실바니안패밀리 실바니안 알록달록신발가게(4862),C10100020002,8711915024044,0.4699273127717633,-0.4444026146036845,C10100020002-8711915024044.png
girl,girl-DIY,[세스] 세스비즈 보드 코끼리,C10100020004,L000000528057,-0.704705112669811,0.6027098794377124,C10100020004-L000000528057.png
boy,boy-Figure,포포베 8cm키링(고양이),C10100030005,8803035844982,-0.14932137261197329,0.27652286139818105,C10100030005-8803035844982.png
boy,boy-Action,영실업 또봇V 스피드,C10100030002,8801198054569,0.04203147476575762,0.19824653821025412,C10100030002-8801198054569.png
boy,boy-Car/Train,디즈니토미카 졸리플롯트 (11),C10100030004,4904810454229,0.4685359011635621,-0.4674745341713432,C10100030004-4904810454229.png
boy,boy-Car/Train,타요 슈팅카 (3P),C10100030004,8809311140229,-0.019112939862025047,-0.28897903618034637,C10100030004-8809311140229.png
boy,boy-Action,트레저 요괴메달01,C10100030002,8809482994102,0.36393369376564744,-0.48868647268055965,C10100030002-8809482994102.png
girl,girl-Doll,[오지돌스] 발리볼의상세트,C10100020002,L000002760575,0.25367079977761225,-0.060252953212363125,C10100020002-L000002760575.png
girl,girl-Doll,[d]대관령 양떼인형-핑크(대형),C10100020002,L000000521181,0.8344219711778778,-0.37918829744085514,C10100020002-L000000521181.png
girl,girl-RolePlay,코코밍 유쾌한 친구들,C10100020001,8809482992290,0.10002251752450884,-0.46370983553515094,C10100020001-8809482992290.png
boy,boy-Control,와인드업 비행기,C10100030003,8809174579785,0.5631082913426511,-0.4792587174124577,C10100030003-8809174579785.png
girl,girl-Doll,실바니안 아기다람쥐자동차(5203),C10100020002,5054131052037,-0.01820504678887617,-0.17268319389211517,C10100020002-5054131052037.png
girl,girl-Doll,토이푸들쌍둥이 (5261),C10100020002,5054131052617,-0.2417002394689638,-0.5680392742324333,C10100020002-5054131052617.png
girl,girl-Doll,애니멀앨리 흰돌고래,C10100020002,8809282302916,0.3256571832298684,-0.7397612417681418,C10100020002-8809282302916.png
girl,girl-RolePlay,미판매상품 안내페이지,C10100020001,L000002812156,0.4562598423922286,-0.719158121144048,C10100020001-L000002812156.png
boy,boy-Figure,어벤져스 레전드 피규어,C10100030005,0630509612499,0.024011059486262604,0.13616910433548346,C10100030005-0630509612499.png
girl,girl-RolePlay,페어리루 병원놀이,C10100020001,8809073339794,0.6814777382126307,-0.2510243739327242,C10100020001-8809073339794.png
girl,girl-Doll,미판매상품 안내페이지,C10100020002,L000002423482,0.3645894633035733,-0.31771607664353874,C10100020002-L000002423482.png
girl,girl-Doll,[d]돌고래인형 블루-대형(77cm),C10100020002,L000000556566,-0.39099015133830517,0.6332324328770985,C10100020002-L000000556566.png
girl,girl-Doll,로렌즈 크라잉 소피아,C10100020002,L000000515854,0.7937379050690302,-0.43979430699231326,C10100020002-L000000515854.png
boy,boy-Car/Train,월드카 파워키 경찰차,C10100030004,8804275831572,0.44273522088760214,-0.22509792649512497,C10100030004-8804275831572.png
boy,boy-Car/Train,토미카 모리타MVF(119),C10100030004,4904810879763,0.5609607112559308,-0.17076398671184617,C10100030004-4904810879763.png
boy,boy-Control,미판매상품 안내페이지,C10100030003,L000002762722,0.6763390720026,0.015535687505627092,C10100030003-L000002762722.png
girl,girl-Doll,바비 오스카 드 라 렌타,C10100020002,8807633153699,0.014260549130606665,-0.4557410665828156,C10100020002-8807633153699.png
girl,girl-RolePlay,샵킨즈 바스켓샵,C10100020001,8809230298001,0.09788982558834028,-0.07540337193588158,C10100020001-8809230298001.png
girl,girl-Doll,[d]미뇽베어-쁘띠 썩션(핑크),C10100020002,L000000518864,0.36486779247776907,-0.34962604439376693,C10100020002-L000000518864.png
boy,boy-Action,드라이브헤드 소닉제트이글,C10100030002,4904810970255,0.26362257963997365,-0.3254878076356635,C10100030002-4904810970255.png
boy,boy-RolePlay,베이블레이드초Z 롱라이트런처LR,C10100030001,8801198121124,0.2709615063694993,-0.40142102726291834,C10100030001-8801198121124.png
boy,boy-Action,미판매상품 안내페이지,C10100030002,8801198170177,-0.13598821422524124,-0.25986697453481633,C10100030002-8801198170177.png
girl,girl-Doll,몰랑 블루진자켓 인형-25cm/몰랑인형/토끼인형,C10100020002,L000002280500,0.2099489417818324,-0.4657850469877874,C10100020002-L000002280500.png
boy,boy-Car/Train,월드카 도로공사차세트,C10100030004,8804275881539,0.22795176626146604,-0.3010261638991679,C10100030004-8804275881539.png
boy,boy-Action,미판매상품 안내페이지,C10100030002,L000002672917,0.29608546132427216,-0.5991401786159075,C10100030002-L000002672917.png
boy,boy-Action,닌자포스 닌자스톰수리검　,C10100030002,8809482990289,0.6320659258967724,-0.514831744595771,C10100030002-8809482990289.png
girl,girl-RolePlay,[플랜토이즈] 원목주방놀이 기획세트,C10100020001,L000002732591,0.3268999985511911,-0.6658067386156586,C10100020001-L000002732591.png
girl,girl-Doll,[뚜시베베] 다문화손인형10종,C10100020002,L000002772064,0.3804489207904475,-0.3786409559945455,C10100020002-L000002772064.png
